type,title,subtitle,country,tags,difficulty,ranking,city,tuition_usd,acceptance_rate,degree,stem_eligible,recommended_background,career_paths,organizer,eligibility,award,season,provider,format,duration_weeks,workload,curriculum,sequence,estimated_hours,key_skill
major,Computer Science,计算机科学,United States,Engineering,Reach,,,,,,BS,TRUE,"Mathematics,Physics,Programming","Software Engineer,Data Scientist,Machine Learning Engineer,AI Researcher,Full Stack Developer,DevOps Engineer,Cybersecurity Analyst",,,,,,,,,,
major,Economics and Business,经济学与商学,United States,"Business,Economics",Reach,,,,,"BS,BA",TRUE,"Mathematics,Statistics,Economics,Microeconomics,Macroeconomics","Financial Analyst,Investment Banker,Management Consultant,Economist,Data Analyst,Marketing Manager,Accountant,Policy Analyst",,,,,,,,,,
major,Agricultural Sciences,农业科学,United States,Agriculture,Safety,,,,,,BS,TRUE,"Biology,Chemistry,Agriculture,Botany,Soil Science","Agricultural Scientist,Agronomist,Food Engineer,Research Scientist,Farm Manager,Environmental Consultant,Plant Breeder",,,,,,,,,,
major,Engineering,工学,United States,Engineering,Match,,,,,,BS,TRUE,"Mathematics,Physics,Chemistry,Calculus,Differential Equations","Mechanical Engineer,Electrical Engineer,Civil Engineer,Chemical Engineer,Aerospace Engineer,Project Manager,Research Engineer,Manufacturing Engineer",,,,,,,,,,
major,Materials Science,材料科学,United States,Materials,Match,,,,,,BS,TRUE,"Chemistry,Physics,Materials Science,Crystallography,Nanomaterials","Materials Engineer,Research Scientist,Metallurgist,Polymer Chemist,Semiconductor Engineer,Quality Control Specialist,Nanotechnology Researcher",,,,,,,,,,
major,Space Science,空间科学,United States,Astronomy,Match,,,,,,BS,TRUE,"Physics,Mathematics,Astronomy,Astrophysics,Calculus","Astrophysicist,Space Researcher,NASA Engineer,Astronomer,Satellite Engineer,Planetary Scientist,Cosmologist,Space Mission Analyst",,,,,,,,,,
major,Environment and Ecology,环境与生态学,United States,Environment,Safety,,,,,,BS,TRUE,"Biology,Chemistry,Environmental Science,Ecology,Geology","Environmental Scientist,Ecologist,Conservation Biologist,Wildlife Manager,Climate Analyst,Sustainability Consultant,Environmental Consultant,Natural Resource Manager",,,,,,,,,,
major,Artificial Intelligence,人工智能,United States,Computer Science,Reach,,,,,,BS,TRUE,"Mathematics,Programming,Statistics,Linear Algebra,Probability","AI Engineer,Machine Learning Engineer,Deep Learning Researcher,Natural Language Processing Engineer,Computer Vision Engineer,Robotics Engineer,Data Scientist,AI Product Manager",,,,,,,,,,
major,Chemical Engineering,化学工程,United States,Engineering,Match,,,,,,BS,TRUE,"Chemistry,Mathematics,Physics,Thermodynamics,Reaction Engineering","Chemical Engineer,Process Engineer,Production Manager,Pharmaceutical Engineer,Petroleum Engineer,Materials Scientist,Energy Consultant,Plant Manager",,,,,,,,,,
major,Civil Engineering,土木工程,United States,Engineering,Match,,,,,,BS,TRUE,"Mathematics,Physics,Engineering,Structural Analysis,Geotechnics","Civil Engineer,Structural Engineer,Construction Manager,Transportation Engineer,Geotechnical Engineer,Water Resources Engineer,Urban Planner,Project Engineer",,,,,,,,,,
major,Biotechnology and Applied Microbiology,生物技术与应用微生物学,United States,Biotechnology,Match,,,,,,BS,TRUE,"Biology,Chemistry,Molecular Biology,Genetics,Microbiology","Biotech Researcher,Lab Scientist,Genetic Engineer,Pharmaceutical Researcher,Clinical Lab Technician,Bioinformatician,Industrial Microbiologist,Quality Assurance Specialist",,,,,,,,,,
major,Electrical and Electronic Engineering,电气与电子工程,United States,Engineering,Match,,,,,,BS,TRUE,"Mathematics,Physics,Electrical Engineering,Circuit Analysis,Signal Processing","Electrical Engineer,Circuit Designer,Electronics Engineer,Telecommunications Engineer,Control Systems Engineer,Power Systems Engineer,Hardware Engineer,Embedded Systems Engineer",,,,,,,,,,
major,Energy and Fuels,能源与燃料,United States,Energy,Match,,,,,,BS,TRUE,"Chemistry,Physics,Engineering,Energy Systems,Fossil Fuels,Renewable Energy","Energy Engineer,Renewable Energy Specialist,Petroleum Engineer,Fuel Cell Scientist,Power Plant Engineer,Energy Consultant,Climate Policy Analyst,Sustainable Energy Researcher",,,,,,,,,,
major,Environmental Engineering,环境工程,United States,Engineering,Match,,,,,,BS,TRUE,"Chemistry,Biology,Environmental Science,Hydrology,Waste Management","Environmental Engineer,Waste Management Specialist,Water Treatment Engineer,Environmental Consultant,Sustainability Engineer,Hazmat Specialist,Environmental Compliance Officer,Green Building Engineer",,,,,,,,,,
major,Food Science and Technology,食品科学与技术,United States,Food Science,Safety,,,,,,BS,TRUE,"Chemistry,Biology,Food Science,Nutrition,Microbiology","Food Scientist,Quality Control Specialist,Food Technologist,Nutritionist,Flavor Chemist,Food Safety Inspector,Product Development Scientist,Agricultural Scientist",,,,,,,,,,
major,Green Sustainable Science and Technology,绿色可持续科学与技术,United States,Sustainability,Safety,,,,,,BS,TRUE,"Environmental Science,Engineering,Sustainability,Climate Science,Ecology","Sustainability Consultant,Green Tech Researcher,Climate Analyst,Renewable Energy Engineer,Environmental Policy Analyst,Circular Economy Specialist,Carbon Footprint Analyst,Sustainable Development Officer",,,,,,,,,,
major,Mechanical Engineering,机械工程,United States,Engineering,Match,,,,,,BS,TRUE,"Mathematics,Physics,Engineering,Thermodynamics,Mechanics","Mechanical Engineer,Manufacturing Engineer,Automotive Engineer,Aerospace Engineer,Robotics Engineer,HVAC Engineer,CAD Designer,Product Development Engineer",,,,,,,,,,
major,Nanoscience and Nanotechnology,纳米科学与纳米技术,United States,Physics,Match,,,,,,BS,TRUE,"Physics,Chemistry,Materials Science,Nanomaterials,Quantum Mechanics","Nanotechnology Researcher,Materials Scientist,Semiconductor Engineer,NanoMed Researcher,Quantum Computing Engineer,Nanofabrication Specialist,Advanced Materials Developer,Lab Scientist",,,,,,,,,,
major,Chemistry,化学,United States,Natural Science,Match,,,,,,BS,TRUE,"Chemistry,Physics,Mathematics,Organic Chemistry,Inorganic Chemistry","Chemist,Research Scientist,Pharmaceutical Scientist,Forensic Chemist,Quality Control Analyst,Materials Scientist,Environmental Chemist,Lab Manager",,,,,,,,,,
major,Mathematics,数学,United States,Natural Science,Match,,,,,,"BS,BA",TRUE,"Mathematics,Logic,Statistics,Abstract Algebra,Calculus","Mathematician,Statistician,Data Scientist,Financial Analyst,Cryptographer,Actuary,Quantitative Analyst,Mathematics Teacher",,,,,,,,,,
major,Earth Sciences,地球科学,United States,Natural Science,Safety,,,,,,BS,TRUE,"Geology,Physics,Chemistry,Mineralogy,Seismology","Geologist,Environmental Scientist,Geophysicist,Hydrogeologist,Seismologist,Mineralogist,Natural Hazard Analyst,Climate Scientist",,,,,,,,,,
major,Physics,物理学,United States,Natural Science,Match,,,,,,BS,TRUE,"Physics,Mathematics,Chemistry,Quantum Mechanics,Electromagnetism","Physicist,Research Scientist,Engineer,Astrophysicist,Medical Physicist,Laser Engineer,Particle Physicist,Science Educator",,,,,,,,,,
major,Condensed Matter Physics,凝聚态物理,United States,Physics,Match,,,,,,BS,TRUE,"Physics,Materials Science,Chemistry,Solid State Physics,Crystallography","Condensed Matter Researcher,Materials Scientist,Semiconductor Physicist,Superconductivity Engineer,Crystal Grower,Thin Film Engineer,Spintronics Researcher,Lab Scientist",,,,,,,,,,
major,Ecology,生态学,United States,Life Science,Safety,,,,,,BS,TRUE,"Biology,Environmental Science,Statistics,Ecology,Conservation","Ecologist,Conservation Biologist,Wildlife Biologist,Environmental Consultant,Ecosystem Manager,Nature Reserve Manager,Wildlife Conservationist,Ecological Surveyor",,,,,,,,,,
major,Meteorology and Atmospheric Sciences,气象学与大气科学,United States,Earth Science,Safety,,,,,,BS,TRUE,"Mathematics,Physics,Atmospheric Science,Climatology,Oceanography","Meteorologist,Climate Scientist,Weather Forecaster,Atmospheric Researcher,Air Quality Analyst,Climate Change Analyst,Hurricane Tracker,Environmental Consultant",,,,,,,,,,
major,Physical Chemistry,物理化学,United States,Chemistry,Match,,,,,,BS,TRUE,"Chemistry,Physics,Mathematics,Spectroscopy,Quantum Chemistry","Physical Chemist,Research Scientist,Materials Scientist,Catalysis Engineer,Surface Scientist,Pharmaceutical Researcher,Polymer Chemist,Lab Manager",,,,,,,,,,
major,Polymer Science,高分子科学,United States,Chemistry,Match,,,,,,BS,TRUE,"Chemistry,Materials Science,Physics,Polymer Chemistry,Rheology","Polymer Chemist,Materials Engineer,Plastic Engineer,Rubber Technologist,Coatings Developer,Adhesive Scientist,Composite Materials Engineer,Product Developer",,,,,,,,,,
major,Public Environmental and Occupational Health,公共环境与职业健康,United States,Public Health,Safety,,,,,,"BS,MPH",TRUE,"Public Health,Biology,Chemistry,Epidemiology,Health Policy","Public Health Analyst,Epidemiologist,Occupational Health Specialist,Health Policy Analyst,Environmental Health Officer,Community Health Worker,Biostatistician,Healthcare Administrator",,,,,,,,,,
major,Water Resources,水资源,United States,Environment,Safety,,,,,,BS,TRUE,"Environmental Science,Engineering,Hydrology,Water Management,Civil Engineering","Water Resource Manager,Hydrologist,Irrigation Engineer,Environmental Consultant,Water Quality Analyst,Flood Control Specialist,Hydropower Engineer,Coastal Manager",,,,,,,,,,
major,Biology and Biochemistry,生物与生物化学,United States,Life Science,Safety,,,,,,BS,TRUE,"Biology,Chemistry,Physics,Organic Chemistry,Molecular Biology","Biologist,Biochemist,Research Scientist,Pharmaceutical Researcher,Lab Technician,Genetic Counselor,Forensic Scientist,Biotechnology Engineer",,,,,,,,,,
major,Clinical Medicine,临床医学,United States,Medicine,Reach,,,,,,"MD,BSc",TRUE,"Biology,Chemistry,Physics,Anatomy,Physiology","Physician,Medical Researcher,Clinical Scientist,Surgeon,Psychiatrist,Pediatrician,Cardiologist,Neurologist",,,,,,,,,,
major,Molecular Biology and Genetics,分子生物学与遗传学,United States,Life Science,Match,,,,,,BS,TRUE,"Biology,Chemistry,Genetics,Molecular Biology,Cell Biology","Geneticist,Molecular Biologist,Genetics Counselor,Biomedical Researcher,Gene Therapy Scientist,Forensic DNA Analyst,Pharmaceutical Researcher,Lab Director",,,,,,,,,,
major,Pharmacology and Toxicology,药理学与毒理学,United States,Medicine,Match,,,,,,BS,TRUE,"Biology,Chemistry,Pharmacology,Toxicology,Physiology","Pharmacologist,Toxicologist,Drug Researcher,Pharmaceutical Scientist,Clinical Trials Manager,Regulatory Affairs Specialist,Poison Control Specialist,Forensic Toxicologist",,,,,,,,,,
major,Plant and Animal Sciences,植物与动物科学,United States,Agriculture,Safety,,,,,,BS,TRUE,"Biology,Botany,Zoology,Ecology,Agriculture","Agricultural Scientist,Botanist,Zoologist,Wildlife Biologist,Animal Scientist,Farm Manager,Conservation Officer,Plant Pathologist",,,,,,,,,,
major,Immunology,免疫学,United States,Medicine,Match,,,,,,BS,TRUE,"Biology,Immunology,Chemistry,Microbiology,Pathology","Immunologist,Medical Researcher,Vaccine Developer,Allergy Specialist,Autoimmune Disease Researcher,Clinical Immunologist,Lab Scientist,Infectious Disease Specialist",,,,,,,,,,
major,Neuroscience and Behavior,神经科学与行为学,United States,Neuroscience,Match,,,,,,BS,TRUE,"Biology,Psychology,Neuroscience,Chemistry,Anatomy","Neuroscientist,Behavioral Scientist,Cognitive Neuroscientist,Psychologist,Neuropharmacologist,Brain Researcher,Mental Health Counselor,Neuroimaging Specialist",,,,,,,,,,
major,Microbiology,微生物学,United States,Life Science,Safety,,,,,,BS,TRUE,"Biology,Chemistry,Microbiology,Molecular Biology,Immunology","Microbiologist,Lab Scientist,Clinical Microbiologist,Industrial Microbiologist,Environmental Microbiologist,Food Microbiologist,Pharmaceutical Microbiologist,Infection Control Specialist",,,,,,,,,,
major,Psychology,心理学,United States,"Arts Humanities,Social Science",Safety,,,,,"BA,BS",TRUE,"Psychology,Statistics,Biology,Sociology,Counseling","Psychologist,Counselor,Clinical Therapist,Industrial-Organizational Psychologist,School Counselor,Social Worker,Research Psychologist,Human Resources Specialist",,,,,,,,,,
major,Social Sciences and Public Health,社会科学与公共卫生学,United States,"Social Science,Public Health",Safety,,,,,"BA,BS",TRUE,"Sociology,Psychology,Public Health,Economics,Political Science","Public Health Analyst,Social Scientist,Policy Analyst,Community Developer,Social Worker,Research Analyst,Program Manager,Epidemiologist",,,,,,,,,,
major,Arts and Humanities,艺术与人文科学,United States,"Arts,Humanities",Safety,,,,,,BA,TRUE,"Literature,History,Philosophy,Art History,Cultural Studies","Academic,Curator,Writer,Editor,Journalist,Archivist,Museum Director,Teacher",,,,,,,,,,
major,Education and Educational Research,教育与教育研究,United States,"Education,Research",Safety,,,,,"MA,BS",TRUE,"Education,Psychology,Sociology,Curriculum Design,Statistics","Education Researcher,Administrator,Curriculum Developer,Instructional Designer,School Principal,Policy Analyst,Program Evaluator,Education Consultant",,,,,,,,,,
major,Cardiac and Cardiovascular System,心脏及心血管系统,United States,Medicine,Reach,,,,,,"MD,BSc",TRUE,"Biology,Medicine,Chemistry,Anatomy,Cardiology","Cardiologist,Cardiovascular Researcher,Cardiac Surgeon,Clinical Cardiologist,Heart Failure Specialist,Interventional Cardiologist,Research Scientist,Medical Professor",,,,,,,,,,
major,Cell Biology,细胞生物学,United States,Life Science,Match,,,,,,BS,TRUE,"Biology,Cell Biology,Chemistry,Genetics,Molecular Biology","Cell Biologist,Research Scientist,Stem Cell Researcher,Cancer Researcher,Developmental Biologist,Microscopy Specialist,Lab Director,Biotech Scientist",,,,,,,,,,
major,Endocrinology and Metabolism,内分泌与代谢,United States,Medicine,Match,,,,,,BS,TRUE,"Biology,Chemistry,Medicine,Metabolism,Physiology","Endocrinologist,Metabolism Researcher,Diabetes Researcher,Clinical Scientist,Thyroid Specialist,Hormone Researcher,Obesity Researcher,Medical Researcher",,,,,,,,,,
major,Gastroenterology and Hepatology,胃肠病学与肝病学,United States,Medicine,Reach,,,,,,"MD,BSc",TRUE,"Biology,Medicine,Chemistry,Digestive System,Physiology","Gastroenterologist,Hepatologist,Digestive Disease Researcher,Endoscopist,Clinical Scientist,Liver Specialist,GI Researcher,Medical Professor",,,,,,,,,,
major,Infectious Diseases,传染病,United States,Medicine,Match,,,,,,BS,TRUE,"Biology,Medicine,Public Health,Microbiology,Epidemiology","Infectious Disease Specialist,Epidemiologist,Virologist,Bacteriologist,Infection Control Officer,Public Health Official,Vaccine Researcher,Tropical Disease Specialist",,,,,,,,,,
major,Marine and Freshwater Biology,海洋与淡水生物学,United States,Life Science,Safety,,,,,,BS,TRUE,"Biology,Marine Science,Ecology,Oceanography,Zoology","Marine Biologist,Aquatic Ecologist,Oceanographer,Fisheries Scientist,Marine Conservationist,Environmental Consultant,Marine Researcher,Aquarium Scientist",,,,,,,,,,
major,Oncology,肿瘤学,United States,Medicine,Reach,,,,,,"MD,BSc",TRUE,"Biology,Medicine,Chemistry,Oncology,Pathology","Oncologist,Cancer Researcher,Medical Oncologist,Radiation Oncologist,Hematologist-Oncologist,Clinical Trial Manager,Tumor Biologist,Research Professor",,,,,,,,,,
major,Optics,光学,United States,Physics,Match,,,,,,BS,TRUE,"Physics,Optical Engineering,Mathematics,Photonics,Lasers","Optical Engineer,Photonics Researcher,Laser Engineer,Optoelectronics Engineer,Camera Designer,Optical Scientist,Semiconductor Lithographer,Vision Systems Engineer",,,,,,,,,,
major,Radiology Nuclear Medicine and Medical Imaging,放射学核医学与医学成像,United States,Medicine,Match,,,,,,"MD,BSc",TRUE,"Physics,Medicine,Biology,Anatomy,Radiation Physics","Radiologist,Medical Imaging Specialist,Nuclear Medicine Physician,CT Technologist,MRI Specialist,Ultrasound Technician,X-ray Technologist,Imaging Research Scientist",,,,,,,,,,
major,Surgery,外科,United States,Medicine,Reach,,,,,,MD,TRUE,"Medicine,Surgery,Anatomy,Physiology,Clinical Skills","Surgeon,General Surgeon,Specialist Surgeon,Trauma Surgeon,Surgical Researcher,Operating Room Director,Medical Professor,Board Certified Surgeon",,,,,,,,,,
